,Order_ID,Customer_ID,Employee_ID,Shipper_ID,Product_ID,Category_ID,Order_Date,Require_date,Shipper_Date,Company_Name,Customer_Name,Customer_Title,Customer_City,Customer_Country,EmployeeName,Employee_Title,Employee_City,Employee_Country,Reports_To,Product_Name,Quantity_Per_Unit,Product_Unit_Price,Discontinued,Category_Name,Description,Shipper_Company,Cost,Unit_Price,Quantity,Discount,Revenue,Profit,Year,Month,Day,Quarter,Day_Name,Weekend_Flag,Processing_Time
198,10324,SAVEA,9,1,46,8,2013-10-08,2013-11-05,2013-10-10,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,Anne Dodsworth,Sales Representative,London,UK,5.0,Spegesild,4 - 450 g glasses,27.97,0,Seafood,Seaweed and fish,Speedy Express,214.27,9.6,30.0,0.0,288.0,73.72999999999999,2013,10,8,4,Tuesday,0,2 days
199,10324,SAVEA,9,1,59,4,2013-10-08,2013-11-05,2013-10-10,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,Anne Dodsworth,Sales Representative,London,UK,5.0,Raclette Courdavault,5 kg pkg.,55.0,0,Dairy Products,Cheeses,Speedy Express,214.27,44.0,40.0,0.15,1496.0,1281.73,2013,10,8,4,Tuesday,0,2 days
200,10324,SAVEA,9,1,63,2,2013-10-08,2013-11-05,2013-10-10,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,Anne Dodsworth,Sales Representative,London,UK,5.0,Vegie-spread,15 - 625 g jars,43.9,0,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Speedy Express,214.27,35.1,80.0,0.15,2386.7999999999997,2172.5299999999997,2013,10,8,4,Tuesday,0,2 days
201,10325,KOENE,1,3,6,2,2013-10-09,2013-10-23,2013-10-14,Königlich Essen,Philip Cramer,Sales Associate,Brandenburg,Germany,Nancy Davolio,Sales Representative,New York,USA,8.0,Grandma's Boysenberry Spread,12 - 8 oz jars,25.0,0,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Federal Shipping,64.86,20.0,6.0,0.0,120.0,55.14,2013,10,9,4,Wednesday,0,5 days
202,10325,KOENE,1,3,13,8,2013-10-09,2013-10-23,2013-10-14,Königlich Essen,Philip Cramer,Sales Associate,Brandenburg,Germany,Nancy Davolio,Sales Representative,New York,USA,8.0,Konbu,2 kg box,6.0,0,Seafood,Seaweed and fish,Federal Shipping,64.86,4.8,12.0,0.0,57.599999999999994,-7.260000000000005,2013,10,9,4,Wednesday,0,5 days
203,10325,KOENE,1,3,14,7,2013-10-09,2013-10-23,2013-10-14,Königlich Essen,Philip Cramer,Sales Associate,Brandenburg,Germany,Nancy Davolio,Sales Representative,New York,USA,8.0,Tofu,40 - 100 g pkgs.,23.25,0,Produce,Dried fruit and bean curd,Federal Shipping,64.86,18.6,9.0,0.0,167.4,102.54,2013,10,9,4,Wednesday,0,5 days
204,10325,KOENE,1,3,31,4,2013-10-09,2013-10-23,2013-10-14,Königlich Essen,Philip Cramer,Sales Associate,Brandenburg,Germany,Nancy Davolio,Sales Representative,New York,USA,8.0,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,Dairy Products,Cheeses,Federal Shipping,64.86,10.0,4.0,0.0,40.0,-24.86,2013,10,9,4,Wednesday,0,5 days
205,10325,KOENE,1,3,72,4,2013-10-09,2013-10-23,2013-10-14,Königlich Essen,Philip Cramer,Sales Associate,Brandenburg,Germany,Nancy Davolio,Sales Representative,New York,USA,8.0,Mozzarella di Giovanni,24 - 200 g pkgs.,34.8,0,Dairy Products,Cheeses,Federal Shipping,64.86,27.8,40.0,0.0,1112.0,1047.14,2013,10,9,4,Wednesday,0,5 days
206,10326,BOLID,4,2,4,2,2013-10-10,2013-11-07,2013-10-14,Bólido Comidas preparadas,Martín Sommer,Owner,Madrid,Spain,Margaret Peacock,Sales Representative,New York,USA,8.0,Chef Anton's Cajun Seasoning,48 - 6 oz jars,22.0,0,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",United Package,77.92,17.6,24.0,0.0,422.40000000000003,344.48,2013,10,10,4,Thursday,0,4 days
207,10326,BOLID,4,2,57,5,2013-10-10,2013-11-07,2013-10-14,Bólido Comidas preparadas,Martín Sommer,Owner,Madrid,Spain,Margaret Peacock,Sales Representative,New York,USA,8.0,Ravioli Angelo,24 - 250 g pkgs.,19.5,0,Grains & Cereals,"Breads, crackers, pasta, and cereal",United Package,77.92,15.6,16.0,0.0,249.6,171.68,2013,10,10,4,Thursday,0,4 days
208,10326,BOLID,4,2,75,1,2013-10-10,2013-11-07,2013-10-14,Bólido Comidas preparadas,Martín Sommer,Owner,Madrid,Spain,Margaret Peacock,Sales Representative,New York,USA,8.0,Rhönbräu Klosterbier,24 - 0.5 l bottles,7.75,0,Beverages,"Soft drinks, coffees, teas, beers, and ales",United Package,77.92,6.2,50.0,0.0,310.0,232.07999999999998,2013,10,10,4,Thursday,0,4 days
209,10327,FOLKO,2,1,2,1,2013-10-11,2013-11-08,2013-10-14,Folk och fä HB,Maria Larsson,Owner,Bräcke,Sweden,Andrew Fuller,Vice President Sales,New York,USA,8.0,Chang,24 - 12 oz bottles,19.0,0,Beverages,"Soft drinks, coffees, teas, beers, and ales",Speedy Express,63.36,15.2,25.0,0.2,304.0,240.64,2013,10,11,4,Friday,1,3 days
210,10327,FOLKO,2,1,11,4,2013-10-11,2013-11-08,2013-10-14,Folk och fä HB,Maria Larsson,Owner,Bräcke,Sweden,Andrew Fuller,Vice President Sales,New York,USA,8.0,Queso Cabrales,1 kg pkg.,21.0,0,Dairy Products,Cheeses,Speedy Express,63.36,16.8,50.0,0.2,672.0,608.64,2013,10,11,4,Friday,1,3 days
211,10327,FOLKO,2,1,30,8,2013-10-11,2013-11-08,2013-10-14,Folk och fä HB,Maria Larsson,Owner,Bräcke,Sweden,Andrew Fuller,Vice President Sales,New York,USA,8.0,Nord-Ost Matjeshering,10 - 200 g glasses,25.89,0,Seafood,Seaweed and fish,Speedy Express,63.36,20.7,35.0,0.2,579.6,516.24,2013,10,11,4,Friday,1,3 days
212,10327,FOLKO,2,1,58,8,2013-10-11,2013-11-08,2013-10-14,Folk och fä HB,Maria Larsson,Owner,Bräcke,Sweden,Andrew Fuller,Vice President Sales,New York,USA,8.0,Escargots de Bourgogne,24 pieces,13.25,0,Seafood,Seaweed and fish,Speedy Express,63.36,10.6,30.0,0.2,254.4,191.04000000000002,2013,10,11,4,Friday,1,3 days
213,10328,FURIB,4,3,59,4,2013-10-14,2013-11-11,2013-10-17,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,Lisboa,Portugal,Margaret Peacock,Sales Representative,New York,USA,8.0,Raclette Courdavault,5 kg pkg.,55.0,0,Dairy Products,Cheeses,Federal Shipping,87.03,44.0,20.0,0.0,880.0,792.97,2013,10,14,4,Monday,0,3 days
214,10328,FURIB,4,3,65,2,2013-10-14,2013-11-11,2013-10-17,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,Lisboa,Portugal,Margaret Peacock,Sales Representative,New York,USA,8.0,Louisiana Fiery Hot Pepper Sauce,32 - 8 oz bottles,21.05,0,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Federal Shipping,87.03,16.8,40.0,0.0,672.0,584.97,2013,10,14,4,Monday,0,3 days
215,10328,FURIB,4,3,68,3,2013-10-14,2013-11-11,2013-10-17,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,Lisboa,Portugal,Margaret Peacock,Sales Representative,New York,USA,8.0,Scottish Longbreads,10 boxes x 8 pieces,12.5,0,Confections,"Desserts, candies, and sweet breads",Federal Shipping,87.03,10.0,10.0,0.0,100.0,12.969999999999999,2013,10,14,4,Monday,0,3 days
216,10329,SPLIR,4,2,19,3,2013-10-15,2013-11-26,2013-10-23,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,Lander,USA,Margaret Peacock,Sales Representative,New York,USA,8.0,Teatime Chocolate Biscuits,10 boxes x 12 pieces,9.2,0,Confections,"Desserts, candies, and sweet breads",United Package,191.67,7.3,10.0,0.05,69.35,-122.32,2013,10,15,4,Tuesday,0,8 days
217,10329,SPLIR,4,2,30,8,2013-10-15,2013-11-26,2013-10-23,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,Lander,USA,Margaret Peacock,Sales Representative,New York,USA,8.0,Nord-Ost Matjeshering,10 - 200 g glasses,25.89,0,Seafood,Seaweed and fish,United Package,191.67,20.7,8.0,0.05,157.32,-34.349999999999994,2013,10,15,4,Tuesday,0,8 days
218,10329,SPLIR,4,2,38,1,2013-10-15,2013-11-26,2013-10-23,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,Lander,USA,Margaret Peacock,Sales Representative,New York,USA,8.0,Côte de Blaye,12 - 75 cl bottles,263.5,0,Beverages,"Soft drinks, coffees, teas, beers, and ales",United Package,191.67,210.8,20.0,0.05,4005.2,3813.5299999999997,2013,10,15,4,Tuesday,0,8 days
219,10329,SPLIR,4,2,56,5,2013-10-15,2013-11-26,2013-10-23,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,Lander,USA,Margaret Peacock,Sales Representative,New York,USA,8.0,Gnocchi di nonna Alice,24 - 250 g pkgs.,38.0,0,Grains & Cereals,"Breads, crackers, pasta, and cereal",United Package,191.67,30.4,12.0,0.05,346.55999999999995,154.88999999999996,2013,10,15,4,Tuesday,0,8 days
220,10330,LILAS,3,1,26,3,2013-10-16,2013-11-13,2013-10-28,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,Janet Leverling,Sales Representative,New York,USA,8.0,Gumbär Gummibärchen,100 - 250 g bags,31.23,0,Confections,"Desserts, candies, and sweet breads",Speedy Express,12.75,24.9,50.0,0.15,1058.25,1045.5,2013,10,16,4,Wednesday,0,12 days
221,10330,LILAS,3,1,72,4,2013-10-16,2013-11-13,2013-10-28,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,Janet Leverling,Sales Representative,New York,USA,8.0,Mozzarella di Giovanni,24 - 200 g pkgs.,34.8,0,Dairy Products,Cheeses,Speedy Express,12.75,27.8,25.0,0.15,590.75,578.0,2013,10,16,4,Wednesday,0,12 days
222,10331,BONAP,9,1,54,6,2013-10-16,2013-11-27,2013-10-21,Bon app',Laurence Lebihan,Owner,Marseille,France,Anne Dodsworth,Sales Representative,London,UK,5.0,Tourtière,16 pies,7.45,0,Meat & Poultry,Prepared meats,Speedy Express,10.19,5.9,15.0,0.0,88.5,78.31,2013,10,16,4,Wednesday,0,5 days
223,10332,MEREP,3,2,18,8,2013-10-17,2013-11-28,2013-10-21,Mère Paillarde,Jean Fresnière,Marketing Assistant,Montréal,Canada,Janet Leverling,Sales Representative,New York,USA,8.0,Carnarvon Tigers,16 kg pkg.,62.5,0,Seafood,Seaweed and fish,United Package,52.84,50.0,40.0,0.2,1600.0,1547.16,2013,10,17,4,Thursday,0,4 days
224,10332,MEREP,3,2,42,5,2013-10-17,2013-11-28,2013-10-21,Mère Paillarde,Jean Fresnière,Marketing Assistant,Montréal,Canada,Janet Leverling,Sales Representative,New York,USA,8.0,Singaporean Hokkien Fried Mee,32 - 1 kg pkgs.,14.0,1,Grains & Cereals,"Breads, crackers, pasta, and cereal",United Package,52.84,11.2,10.0,0.2,89.60000000000001,36.760000000000005,2013,10,17,4,Thursday,0,4 days
225,10332,MEREP,3,2,47,3,2013-10-17,2013-11-28,2013-10-21,Mère Paillarde,Jean Fresnière,Marketing Assistant,Montréal,Canada,Janet Leverling,Sales Representative,New York,USA,8.0,Zaanse koeken,10 - 4 oz boxes,9.5,0,Confections,"Desserts, candies, and sweet breads",United Package,52.84,7.6,16.0,0.2,97.28,44.44,2013,10,17,4,Thursday,0,4 days
226,10333,WARTH,5,3,14,7,2013-10-18,2013-11-15,2013-10-25,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Oulu,Finland,Steven Buchanan,Sales Manager,London,UK,2.0,Tofu,40 - 100 g pkgs.,23.25,0,Produce,Dried fruit and bean curd,Federal Shipping,0.59,18.6,10.0,0.0,186.0,185.41,2013,10,18,4,Friday,1,7 days
227,10333,WARTH,5,3,21,3,2013-10-18,2013-11-15,2013-10-25,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Oulu,Finland,Steven Buchanan,Sales Manager,London,UK,2.0,Sir Rodney's Scones,24 pkgs. x 4 pieces,10.0,0,Confections,"Desserts, candies, and sweet breads",Federal Shipping,0.59,8.0,10.0,0.1,72.0,71.41,2013,10,18,4,Friday,1,7 days
228,10333,WARTH,5,3,71,4,2013-10-18,2013-11-15,2013-10-25,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Oulu,Finland,Steven Buchanan,Sales Manager,London,UK,2.0,Flotemysost,10 - 500 g pkgs.,27.97,0,Dairy Products,Cheeses,Federal Shipping,0.59,17.2,20.0,0.1,309.6,309.01000000000005,2013,10,18,4,Friday,1,7 days
229,10334,VICTE,8,2,52,5,2013-10-21,2013-11-18,2013-10-28,Victuailles en stock,Mary Saveley,Sales Agent,Lyon,France,Laura Callahan,Sales Manager,New York,USA,2.0,Filo Mix,16 - 2 kg boxes,7.0,0,Grains & Cereals,"Breads, crackers, pasta, and cereal",United Package,8.56,5.6,8.0,0.0,44.8,36.239999999999995,2013,10,21,4,Monday,0,7 days
230,10334,VICTE,8,2,68,3,2013-10-21,2013-11-18,2013-10-28,Victuailles en stock,Mary Saveley,Sales Agent,Lyon,France,Laura Callahan,Sales Manager,New York,USA,2.0,Scottish Longbreads,10 boxes x 8 pieces,12.5,0,Confections,"Desserts, candies, and sweet breads",United Package,8.56,10.0,10.0,0.0,100.0,91.44,2013,10,21,4,Monday,0,7 days
231,10335,HUNGO,7,2,2,1,2013-10-22,2013-11-19,2013-10-24,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Cork,Ireland,Robert King,Sales Representative,London,UK,5.0,Chang,24 - 12 oz bottles,19.0,0,Beverages,"Soft drinks, coffees, teas, beers, and ales",United Package,42.11,15.2,7.0,0.2,85.12,43.010000000000005,2013,10,22,4,Tuesday,0,2 days
232,10335,HUNGO,7,2,31,4,2013-10-22,2013-11-19,2013-10-24,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Cork,Ireland,Robert King,Sales Representative,London,UK,5.0,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,Dairy Products,Cheeses,United Package,42.11,10.0,25.0,0.2,200.0,157.89,2013,10,22,4,Tuesday,0,2 days
233,10335,HUNGO,7,2,32,4,2013-10-22,2013-11-19,2013-10-24,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Cork,Ireland,Robert King,Sales Representative,London,UK,5.0,Mascarpone Fabioli,24 - 200 g pkgs.,32.0,0,Dairy Products,Cheeses,United Package,42.11,25.6,6.0,0.2,122.88000000000002,80.77000000000002,2013,10,22,4,Tuesday,0,2 days
234,10335,HUNGO,7,2,51,7,2013-10-22,2013-11-19,2013-10-24,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Cork,Ireland,Robert King,Sales Representative,London,UK,5.0,Manjimup Dried Apples,50 - 300 g pkgs.,53.0,0,Produce,Dried fruit and bean curd,United Package,42.11,42.4,48.0,0.2,1628.1599999999999,1586.05,2013,10,22,4,Tuesday,0,2 days
235,10336,PRINI,7,2,4,2,2013-10-23,2013-11-20,2013-10-25,Princesa Isabel Vinhos,Isabel de Castro,Sales Representative,Lisboa,Portugal,Robert King,Sales Representative,London,UK,5.0,Chef Anton's Cajun Seasoning,48 - 6 oz jars,22.0,0,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",United Package,15.51,17.6,18.0,0.1,285.12,269.61,2013,10,23,4,Wednesday,0,2 days
236,10337,FRANK,4,3,23,5,2013-10-24,2013-11-21,2013-10-29,Frankenversand,Peter Franken,Marketing Manager,München,Germany,Margaret Peacock,Sales Representative,New York,USA,8.0,Tunnbröd,12 - 250 g pkgs.,9.0,0,Grains & Cereals,"Breads, crackers, pasta, and cereal",Federal Shipping,108.26,7.2,40.0,0.0,288.0,179.74,2013,10,24,4,Thursday,0,5 days
237,10337,FRANK,4,3,26,3,2013-10-24,2013-11-21,2013-10-29,Frankenversand,Peter Franken,Marketing Manager,München,Germany,Margaret Peacock,Sales Representative,New York,USA,8.0,Gumbär Gummibärchen,100 - 250 g bags,31.23,0,Confections,"Desserts, candies, and sweet breads",Federal Shipping,108.26,24.9,24.0,0.0,597.5999999999999,489.3399999999999,2013,10,24,4,Thursday,0,5 days
238,10337,FRANK,4,3,36,8,2013-10-24,2013-11-21,2013-10-29,Frankenversand,Peter Franken,Marketing Manager,München,Germany,Margaret Peacock,Sales Representative,New York,USA,8.0,Inlagd Sill,24 - 250 g  jars,19.0,0,Seafood,Seaweed and fish,Federal Shipping,108.26,15.2,20.0,0.0,304.0,195.74,2013,10,24,4,Thursday,0,5 days
239,10337,FRANK,4,3,37,8,2013-10-24,2013-11-21,2013-10-29,Frankenversand,Peter Franken,Marketing Manager,München,Germany,Margaret Peacock,Sales Representative,New York,USA,8.0,Gravad lax,12 - 500 g pkgs.,26.0,0,Seafood,Seaweed and fish,Federal Shipping,108.26,20.8,28.0,0.0,582.4,474.14,2013,10,24,4,Thursday,0,5 days
240,10337,FRANK,4,3,72,4,2013-10-24,2013-11-21,2013-10-29,Frankenversand,Peter Franken,Marketing Manager,München,Germany,Margaret Peacock,Sales Representative,New York,USA,8.0,Mozzarella di Giovanni,24 - 200 g pkgs.,34.8,0,Dairy Products,Cheeses,Federal Shipping,108.26,27.8,25.0,0.0,695.0,586.74,2013,10,24,4,Thursday,0,5 days
241,10338,OLDWO,4,3,17,6,2013-10-25,2013-11-22,2013-10-29,Old World Delicatessen,Rene Phillips,Sales Representative,Anchorage,USA,Margaret Peacock,Sales Representative,New York,USA,8.0,Alice Mutton,20 - 1 kg tins,39.0,1,Meat & Poultry,Prepared meats,Federal Shipping,84.21,31.2,20.0,0.0,624.0,539.79,2013,10,25,4,Friday,1,4 days
242,10338,OLDWO,4,3,30,8,2013-10-25,2013-11-22,2013-10-29,Old World Delicatessen,Rene Phillips,Sales Representative,Anchorage,USA,Margaret Peacock,Sales Representative,New York,USA,8.0,Nord-Ost Matjeshering,10 - 200 g glasses,25.89,0,Seafood,Seaweed and fish,Federal Shipping,84.21,20.7,15.0,0.0,310.5,226.29000000000002,2013,10,25,4,Friday,1,4 days
243,10339,MEREP,2,2,4,2,2013-10-28,2013-11-25,2013-11-04,Mère Paillarde,Jean Fresnière,Marketing Assistant,Montréal,Canada,Andrew Fuller,Vice President Sales,New York,USA,8.0,Chef Anton's Cajun Seasoning,48 - 6 oz jars,22.0,0,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",United Package,15.66,17.6,10.0,0.0,176.0,160.34,2013,10,28,4,Monday,0,7 days
244,10339,MEREP,2,2,17,6,2013-10-28,2013-11-25,2013-11-04,Mère Paillarde,Jean Fresnière,Marketing Assistant,Montréal,Canada,Andrew Fuller,Vice President Sales,New York,USA,8.0,Alice Mutton,20 - 1 kg tins,39.0,1,Meat & Poultry,Prepared meats,United Package,15.66,31.2,70.0,0.05,2074.7999999999997,2059.14,2013,10,28,4,Monday,0,7 days
245,10339,MEREP,2,2,62,3,2013-10-28,2013-11-25,2013-11-04,Mère Paillarde,Jean Fresnière,Marketing Assistant,Montréal,Canada,Andrew Fuller,Vice President Sales,New York,USA,8.0,Tarte au sucre,48 pies,49.3,0,Confections,"Desserts, candies, and sweet breads",United Package,15.66,39.4,28.0,0.0,1103.2,1087.54,2013,10,28,4,Monday,0,7 days
246,10340,BONAP,1,3,18,8,2013-10-29,2013-11-26,2013-11-08,Bon app',Laurence Lebihan,Owner,Marseille,France,Nancy Davolio,Sales Representative,New York,USA,8.0,Carnarvon Tigers,16 kg pkg.,62.5,0,Seafood,Seaweed and fish,Federal Shipping,166.31,50.0,20.0,0.05,950.0,783.69,2013,10,29,4,Tuesday,0,10 days
247,10340,BONAP,1,3,41,8,2013-10-29,2013-11-26,2013-11-08,Bon app',Laurence Lebihan,Owner,Marseille,France,Nancy Davolio,Sales Representative,New York,USA,8.0,Jack's New England Clam Chowder,12 - 12 oz cans,9.65,0,Seafood,Seaweed and fish,Federal Shipping,166.31,7.7,12.0,0.05,87.78,-78.53,2013,10,29,4,Tuesday,0,10 days
248,10340,BONAP,1,3,43,1,2013-10-29,2013-11-26,2013-11-08,Bon app',Laurence Lebihan,Owner,Marseille,France,Nancy Davolio,Sales Representative,New York,USA,8.0,Ipoh Coffee,16 - 500 g tins,46.0,0,Beverages,"Soft drinks, coffees, teas, beers, and ales",Federal Shipping,166.31,36.8,40.0,0.05,1398.3999999999999,1232.09,2013,10,29,4,Tuesday,0,10 days
249,10341,SIMOB,7,3,33,4,2013-10-29,2013-11-26,2013-11-05,Simons bistro,Jytte Petersen,Owner,Kobenhavn,Denmark,Robert King,Sales Representative,London,UK,5.0,Geitost,500 g,2.5,0,Dairy Products,Cheeses,Federal Shipping,26.78,2.0,20.0,0.0,40.0,13.219999999999999,2013,10,29,4,Tuesday,0,7 days
250,10341,SIMOB,7,3,59,4,2013-10-29,2013-11-26,2013-11-05,Simons bistro,Jytte Petersen,Owner,Kobenhavn,Denmark,Robert King,Sales Representative,London,UK,5.0,Raclette Courdavault,5 kg pkg.,55.0,0,Dairy Products,Cheeses,Federal Shipping,26.78,44.0,9.0,0.15,336.59999999999997,309.81999999999994,2013,10,29,4,Tuesday,0,7 days
251,10342,FRANK,4,2,2,1,2013-10-30,2013-11-13,2013-11-04,Frankenversand,Peter Franken,Marketing Manager,München,Germany,Margaret Peacock,Sales Representative,New York,USA,8.0,Chang,24 - 12 oz bottles,19.0,0,Beverages,"Soft drinks, coffees, teas, beers, and ales",United Package,54.83,15.2,24.0,0.2,291.84,237.01,2013,10,30,4,Wednesday,0,5 days
252,10342,FRANK,4,2,31,4,2013-10-30,2013-11-13,2013-11-04,Frankenversand,Peter Franken,Marketing Manager,München,Germany,Margaret Peacock,Sales Representative,New York,USA,8.0,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,Dairy Products,Cheeses,United Package,54.83,10.0,56.0,0.2,448.0,393.17,2013,10,30,4,Wednesday,0,5 days
253,10342,FRANK,4,2,36,8,2013-10-30,2013-11-13,2013-11-04,Frankenversand,Peter Franken,Marketing Manager,München,Germany,Margaret Peacock,Sales Representative,New York,USA,8.0,Inlagd Sill,24 - 250 g  jars,19.0,0,Seafood,Seaweed and fish,United Package,54.83,15.2,40.0,0.2,486.40000000000003,431.57000000000005,2013,10,30,4,Wednesday,0,5 days
254,10342,FRANK,4,2,55,6,2013-10-30,2013-11-13,2013-11-04,Frankenversand,Peter Franken,Marketing Manager,München,Germany,Margaret Peacock,Sales Representative,New York,USA,8.0,Pâté chinois,24 boxes x 2 pies,24.0,0,Meat & Poultry,Prepared meats,United Package,54.83,19.2,40.0,0.2,614.4000000000001,559.57,2013,10,30,4,Wednesday,0,5 days
255,10343,LEHMS,4,1,64,5,2013-10-31,2013-11-28,2013-11-06,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Margaret Peacock,Sales Representative,New York,USA,8.0,Wimmers gute Semmelknödel,20 bags x 4 pieces,33.25,0,Grains & Cereals,"Breads, crackers, pasta, and cereal",Speedy Express,110.37,26.6,50.0,0.0,1330.0,1219.63,2013,10,31,4,Thursday,0,6 days
256,10343,LEHMS,4,1,68,3,2013-10-31,2013-11-28,2013-11-06,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Margaret Peacock,Sales Representative,New York,USA,8.0,Scottish Longbreads,10 boxes x 8 pieces,12.5,0,Confections,"Desserts, candies, and sweet breads",Speedy Express,110.37,10.0,4.0,0.05,38.0,-72.37,2013,10,31,4,Thursday,0,6 days
257,10343,LEHMS,4,1,76,1,2013-10-31,2013-11-28,2013-11-06,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Margaret Peacock,Sales Representative,New York,USA,8.0,Lakkaliköri,500 ml,18.0,0,Beverages,"Soft drinks, coffees, teas, beers, and ales",Speedy Express,110.37,14.4,15.0,0.0,216.0,105.63,2013,10,31,4,Thursday,0,6 days
258,10344,WHITC,4,2,4,2,2013-11-01,2013-11-29,2013-11-05,White Clover Markets,Karl Jablonski,Owner,Seattle,USA,Margaret Peacock,Sales Representative,New York,USA,8.0,Chef Anton's Cajun Seasoning,48 - 6 oz jars,22.0,0,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",United Package,23.29,17.6,35.0,0.0,616.0,592.71,2013,11,1,4,Friday,1,4 days
259,10344,WHITC,4,2,8,2,2013-11-01,2013-11-29,2013-11-05,White Clover Markets,Karl Jablonski,Owner,Seattle,USA,Margaret Peacock,Sales Representative,New York,USA,8.0,Northwoods Cranberry Sauce,12 - 12 oz jars,40.0,0,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",United Package,23.29,32.0,70.0,0.25,1680.0,1656.71,2013,11,1,4,Friday,1,4 days
260,10345,QUICK,2,2,8,2,2013-11-04,2013-12-02,2013-11-11,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Andrew Fuller,Vice President Sales,New York,USA,8.0,Northwoods Cranberry Sauce,12 - 12 oz jars,40.0,0,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",United Package,249.06,32.0,70.0,0.0,2240.0,1990.94,2013,11,4,4,Monday,0,7 days
261,10345,QUICK,2,2,19,3,2013-11-04,2013-12-02,2013-11-11,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Andrew Fuller,Vice President Sales,New York,USA,8.0,Teatime Chocolate Biscuits,10 boxes x 12 pieces,27.97,0,Confections,"Desserts, candies, and sweet breads",United Package,249.06,7.3,80.0,0.0,584.0,334.94,2013,11,4,4,Monday,0,7 days
262,10345,QUICK,2,2,42,5,2013-11-04,2013-12-02,2013-11-11,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Andrew Fuller,Vice President Sales,New York,USA,8.0,Singaporean Hokkien Fried Mee,32 - 1 kg pkgs.,14.0,1,Grains & Cereals,"Breads, crackers, pasta, and cereal",United Package,249.06,11.2,9.0,0.0,100.8,-148.26,2013,11,4,4,Monday,0,7 days
263,10346,RATTC,3,3,17,6,2013-11-05,2013-12-17,2013-11-08,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,Janet Leverling,Sales Representative,New York,USA,8.0,Alice Mutton,20 - 1 kg tins,39.0,1,Meat & Poultry,Prepared meats,Federal Shipping,142.08,31.2,36.0,0.1,1010.8800000000001,868.8000000000001,2013,11,5,4,Tuesday,0,3 days
264,10346,RATTC,3,3,56,5,2013-11-05,2013-12-17,2013-11-08,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,Janet Leverling,Sales Representative,New York,USA,8.0,Gnocchi di nonna Alice,24 - 250 g pkgs.,38.0,0,Grains & Cereals,"Breads, crackers, pasta, and cereal",Federal Shipping,142.08,30.4,20.0,0.0,608.0,465.91999999999996,2013,11,5,4,Tuesday,0,3 days
265,10347,FAMIA,4,3,25,3,2013-11-06,2013-12-04,2013-11-08,Familia Arquibaldo,Aria Cruz,Marketing Assistant,Sao Paulo,Brazil,Margaret Peacock,Sales Representative,New York,USA,8.0,NuNuCa Nuß-Nougat-Creme,20 - 450 g glasses,14.0,0,Confections,"Desserts, candies, and sweet breads",Federal Shipping,3.1,11.2,10.0,0.0,112.0,108.9,2013,11,6,4,Wednesday,0,2 days
